No.,Exchange,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Date
2058,OTC,otc/SASOF,Sasol Limited,3859067371.0,6.844,5.781,14028282389.0,2025-10-07
2059,OTC,otc/TORXF,Torex Gold Resources Inc.,3851503767.0,43.03,-3.78,1032600000.0,2025-10-07
2060,OTC,otc/NHFOF,NH Foods Ltd.,3849792078.0,33.0,-12.791,9611051427.0,2025-10-07
2061,OTC,otc/ACDVF,Air Canada,3849770355.0,12.98,-1.22,16378513915.0,2025-10-07
2062,OTC,otc/RBSFY,Rubis,3848858158.0,7.11,-5.83,7727115678.0,2025-10-07
2063,OTC,otc/RUBSF,Rubis,3848858158.0,33.31,0.0,7727115678.0,2025-10-07
2064,OTC,otc/DRTGF,Jet2 plc,3842933784.0,19.31,0.0,9268207602.0,2025-10-07
2065,OTC,otc/WAWIF,Wallenius Wilhelmsen ASA,3837751523.0,9.01,-0.83,5341000000.0,2025-10-07
2066,OTC,otc/WILWY,Wallenius Wilhelmsen ASA,3837751523.0,16.498,0.0,5341000000.0,2025-10-07
2067,OTC,otc/SHCAY,Sharp Corporation,3837732969.0,1.42,0.0,14560093740.0,2025-10-07
2068,OTC,otc/CODAF,Codan Limited,3833914580.0,18.44,0.0,442028454.0,2025-10-07
2069,OTC,otc/PIFMY,PT Indofood Sukses Makmur Tbk,3830802180.0,22.41,-3.82,7289696260.0,2025-10-07
2070,OTC,otc/NGXXF,NGEx Minerals Ltd.,3819815705.0,18.312,-1.95,,2025-10-07
2071,OTC,otc/DNLZY,Dyno Nobel Limited,3819242261.0,2.16,2.86,3319134338.0,2025-10-07
2072,OTC,otc/ICPVF,Dyno Nobel Limited,3819242261.0,2.21,0.0,3319134338.0,2025-10-07
2073,OTC,otc/SUMCF,Sumco Corporation,3813345008.0,11.01,-7.28,2798234053.0,2025-10-07
2074,OTC,otc/SUOPY,Sumco Corporation,3813345008.0,21.7,1.07,2798234053.0,2025-10-07
2075,OTC,otc/FNNTF,flatexDEGIRO AG,3811791120.0,32.5,3.339,594251321.0,2025-10-07
2076,OTC,otc/SHCAF,Sharp Corporation,3810715008.0,5.64,0.0,14560093740.0,2025-10-07
2077,OTC,otc/FINN,"First National of Nebraska, Inc.",3809858400.0,14000.0,-0.71,1888617000.0,2025-10-07
2078,OTC,otc/ODERF,"Odakyu Electric Railway Co., Ltd.",3804335496.0,11.6,0.0,2851257427.0,2025-10-07
2079,OTC,otc/MDIYF,Mr D.I.Y. Group (M) Berhad,3798210140.0,0.3404,0.0,1135578770.0,2025-10-07
2080,OTC,otc/KRYPF,Kerry Properties Limited,3797057126.0,3.02,1.342,2868553293.0,2025-10-07
2081,OTC,otc/KRYPY,Kerry Properties Limited,3797057126.0,12.5,0.0,2868553293.0,2025-10-07
2082,OTC,otc/RTOXF,Rotork plc,3796149963.0,4.8,0.0,1041687903.0,2025-10-07
2083,OTC,otc/HEGIF,Hengan International Group Company Limited,3794833975.0,3.25,1.562,3160550825.0,2025-10-07
2084,OTC,otc/HEGIY,Hengan International Group Company Limited,3794833975.0,16.38,0.12,3160550825.0,2025-10-07
2085,OTC,otc/CUOTF,"CIE Automotive, S.A.",3792441425.0,23.46,-8.007,4578322960.0,2025-10-07
2086,OTC,otc/GTMEY,"Globe Telecom, Inc.",3791335374.0,23.12,0.0,3208136693.0,2025-10-07
2087,OTC,otc/KTWIY,Kurita Water Industries Ltd.,3788373853.0,70.88,-1.06,2819831547.0,2025-10-07
2088,OTC,otc/RITPF,RIT Capital Partners Plc,3786775045.0,27.43,0.0,475818605.0,2025-10-07
2089,OTC,otc/ICHBF,"Industrias CH, S. A. B. de C. V.",3784945835.0,9.92,0.04,1917085502.0,2025-10-07
2090,OTC,otc/JCDXF,JCDecaux SE,3778718568.0,18.5,7.184,4343628890.0,2025-10-07
2091,OTC,otc/BCCLF,"Becle, S.A.B. de C.V.",3767659340.0,1.05,-4.55,2382916066.0,2025-10-07
2092,OTC,otc/TKKHF,Tikehau Capital,3767212690.0,21.532,-2.393,718425132.0,2025-10-07
2093,OTC,otc/KTWIF,Kurita Water Industries Ltd.,3761703383.0,34.5,1.37,2819831547.0,2025-10-07
2094,OTC,otc/SCBGF,SIG Group AG,3760171464.0,9.855,-3.57,3915208456.0,2025-10-07
2095,OTC,otc/SIGCY,SIG Group AG,3760171464.0,9.86,0.31,3915208456.0,2025-10-07
2096,OTC,otc/DRMKY,dormakaba Holding AG,3750517737.0,16.5,-11.29,3608917615.0,2025-10-07
2097,OTC,otc/SENGF,"SINOPEC Engineering (Group) Co., Ltd.",3743573818.0,0.79,16.348,9366969485.0,2025-10-07
2098,OTC,otc/MCRPF,MicroPort Scientific Corporation,3741304435.0,1.635,0.0,1019893000.0,2025-10-07
2099,OTC,otc/KXSCF,Kinaxis Inc.,3734998754.0,132.806,0.73,514666000.0,2025-10-07
2100,OTC,otc/KURRF,"Kuraray Co., Ltd.",3724418129.0,13.0,0.0,5653303618.0,2025-10-07
2101,OTC,otc/KURRY,"Kuraray Co., Ltd.",3724418129.0,36.1,0.0,5653303618.0,2025-10-07
2102,OTC,otc/FRZCF,Frasers Centrepoint Trust,3722219576.0,1.81,0.277,307968415.0,2025-10-07
2103,OTC,otc/KWPCF,Kewpie Corporation,3721507128.0,25.5,0.0,3447042036.0,2025-10-07
2104,OTC,otc/HRIBF,"HORIBA, Ltd.",3707924778.0,74.0,0.0,2242867927.0,2025-10-07
2105,OTC,otc/VSOGF,"Vista Energy, S.A.B. de C.V.",3706307822.0,33.05,-24.801,1982699000.0,2025-10-07
2106,OTC,otc/QRNNF,Aurizon Holdings Limited,3695976037.0,1.9375,0.0,2590965713.0,2025-10-07
2107,OTC,otc/ULIHF,The United Laboratories International Holdings Limited,3693875623.0,1.875,-17.64,1968482649.0,2025-10-07
2108,OTC,otc/GGPSF,Greatland Resources Limited,3692495033.0,4.91,0.0,627658166.0,2025-10-07
2109,OTC,otc/ORXJF,ORIX JREIT Inc.,3678283464.0,650.0,0.0,343896767.0,2025-10-07
2110,OTC,otc/QNTQY,QinetiQ Group plc,3673874283.0,27.63,-1.95,2495639479.0,2025-10-07
2111,OTC,otc/MMTOF,Mitsubishi Motors Corporation,3656879321.0,3.08,14.07,19197933899.0,2025-10-07
2112,OTC,otc/MMTOY,Mitsubishi Motors Corporation,3656879321.0,24.39,0.0,19197933899.0,2025-10-07
2113,OTC,otc/UUICF,United Urban Investment Corporation,3653623897.0,1177.83,0.0,385480305.0,2025-10-07
2114,OTC,otc/SHTPY,SCHOTT Pharma AG & Co. KGaA,3648013636.0,4.5,-41.176,1145834410.0,2025-10-07
2115,OTC,otc/QNTQF,QinetiQ Group plc,3642010619.0,6.6,-8.97,2495639479.0,2025-10-07
2116,OTC,otc/FRTAF,freenet AG,3634762724.0,33.892,-14.694,2952319436.0,2025-10-07
2117,OTC,otc/FRTAY,freenet AG,3634762724.0,16.68,0.0,2952319436.0,2025-10-07
2118,OTC,otc/DLVEY,Deliveroo plc,3628278111.0,11.88,0.0,2940676805.0,2025-10-07
2119,OTC,otc/QUCOF,"Quálitas Controladora, S.A.B. de C.V.",3627963105.0,9.0,0.0,3722256906.0,2025-10-07
2120,OTC,otc/RNSHF,Renishaw plc,3627938920.0,45.4273,0.0,976906426.0,2025-10-07
2121,OTC,otc/MBGCF,"Mitsubishi Gas Chemical Company, Inc.",3612108931.0,16.86,0.0,5291614895.0,2025-10-07
2122,OTC,otc/TSRYF,Treasury Wine Estates Limited,3609193446.0,4.45,0.0,1960335673.0,2025-10-07
2123,OTC,otc/TSRYY,Treasury Wine Estates Limited,3609193446.0,4.41,-0.23,1960335673.0,2025-10-07
2124,OTC,otc/MAURY,"Marui Group Co., Ltd.",3598439391.0,38.69,-5.864,1816504550.0,2025-10-07
2125,OTC,otc/AALBF,Aalberts N.V.,3593969649.0,32.49,0.0,3625014680.0,2025-10-07
2126,OTC,otc/LGNDZ,Ligand Pharmaceuticals Incorporated,3589305930.0,0.0073,17.552,187584000.0,2025-10-07
2127,OTC,otc/LGNXZ,Ligand Pharmaceuticals Incorporated,3589305930.0,0.0016,0.0,187584000.0,2025-10-07
2128,OTC,otc/WHITF,Whitehaven Coal Limited,3587862819.0,4.33,-1.59,3823510131.0,2025-10-07
2129,OTC,otc/MBSHY,"Mitsubishi Gas Chemical Company, Inc.",3586679381.0,18.03,0.0,5291614895.0,2025-10-07
2130,OTC,otc/MDIKY,"MODEC, Inc.",3585834655.0,34.0,0.0,4575210198.0,2025-10-07
2131,OTC,otc/LGNYZ,Ligand Pharmaceuticals Incorporated,3578527822.0,0.055,0.0,187584000.0,2025-10-07
2132,OTC,otc/LGNZZ,Ligand Pharmaceuticals Incorporated,3578527822.0,0.1,11.111,187584000.0,2025-10-07
2133,OTC,otc/SHWGY,Shandong Weigao Group Medical Polymer Company Limited,3577926894.0,2.92,0.0,1828000642.0,2025-10-07
2134,OTC,otc/GTOFF,PT GoTo Gojek Tokopedia Tbk,3568087773.0,0.003,-25.0,1029756918.0,2025-10-07
2135,OTC,otc/HOYFF,Huhtamäki Oyj,3550813148.0,34.05,-3.814,4807985907.0,2025-10-07
2136,OTC,otc/AFLYY,Air France-KLM SA,3547715096.0,1.38,-0.72,38125660600.0,2025-10-07
2137,OTC,otc/AFRAF,Air France-KLM SA,3547715096.0,13.46,-0.026,38125660600.0,2025-10-07
2138,OTC,otc/VVVNF,Vivendi SE,3535628369.0,3.55,0.0,361714621.0,2025-10-07
2139,OTC,otc/PMMAF,PUMA SE,3531323581.0,24.5,-1.8,10118379331.0,2025-10-07
2140,OTC,otc/PUMSY,PUMA SE,3531323581.0,2.38,-3.25,10118379331.0,2025-10-07
2141,OTC,otc/EENEF,RS Group plc,3530524919.0,8.27,0.0,3751340458.0,2025-10-07
2142,OTC,otc/MEPDF,MediPal Holdings Corporation,3528831205.0,15.9,0.0,25694988417.0,2025-10-07
2143,OTC,otc/MAHLY,MediPal Holdings Corporation,3525403825.0,18.09,-1.36,25694988417.0,2025-10-07
2144,OTC,otc/ANIOY,"Acerinox, S.A.",3511578638.0,6.68,0.0,6686204345.0,2025-10-07
2145,OTC,otc/CGNMF,CGN Mining Company Limited,3496600975.0,0.5,0.2,797495650.0,2025-10-07
2146,OTC,otc/TCLHF,TCL Electronics Holdings Limited,3495373324.0,1.45,3.57,13835215974.0,2025-10-07
2147,OTC,otc/DRSHF,DroneShield Limited,3494723267.0,4.05,-4.38,70260932.0,2025-10-07
2148,OTC,otc/VIVHY,Vivendi SE,3489341346.0,3.46,-1.52,361714621.0,2025-10-07
2149,OTC,otc/CHFFY,China Everbright Environment Group Limited,3489084488.0,5.4,0.0,3687897235.0,2025-10-07
2150,OTC,otc/CMTOY,Cementos Argos S.A.,3470144424.0,13.43,-1.25,937073972.0,2025-10-07
2151,OTC,otc/EPWDF,"Electric Power Development Co., Ltd.",3469609909.0,15.39,0.0,9065361200.0,2025-10-07
2152,OTC,otc/ACRXF,"Acerinox, S.A.",3467634556.0,11.92,6.906,6686204345.0,2025-10-07
2153,OTC,otc/AUOTY,AUO Corporation,3465378386.0,4.82,1.47,9840608936.0,2025-10-07
2154,OTC,otc/KDKWF,Kadokawa Corporation,3461679073.0,24.0,3.448,1919231273.0,2025-10-07
2155,OTC,otc/FPAFF,First Pacific Company Limited,3457496266.0,0.81045,-0.52,10089900000.0,2025-10-07
2156,OTC,otc/FPAFY,First Pacific Company Limited,3457496266.0,4.1,-0.73,10089900000.0,2025-10-07
2157,OTC,otc/PPRQF,Choice Properties Real Estate Investment Trust,3457492109.0,10.57,0.0,1106218380.0,2025-10-07
2158,OTC,otc/CCPPF,Shaftesbury Capital PLC,3455842207.0,2.2,2.183,321550897.0,2025-10-07
2159,OTC,otc/TCMFF,Telecom Argentina S.A.,3454153688.0,0.15,-89.44,4338754502.0,2025-10-07
2160,OTC,otc/WBRBY,Wienerberger AG,3451834400.0,6.26,-1.88,5456113917.0,2025-10-07
2161,OTC,otc/EDRWY,"Electric Power Development Co., Ltd.",3445183564.0,19.5,0.0,9065361200.0,2025-10-07
2162,OTC,otc/BYDGF,Boyd Group Services Inc.,3442804364.0,159.72,-0.2,3063362000.0,2025-10-07
2163,OTC,otc/UILCY,Singapore Land Group Limited,3439294117.0,44.0,36.35,601696313.0,2025-10-07
2164,OTC,otc/WGXRF,Westgold Resources Limited,3432240186.0,3.63,-2.94,891823904.0,2025-10-07
2165,OTC,otc/JSGRY,LIXIL Corporation,3423534284.0,23.705,-0.11,10393718014.0,2025-10-07
2166,OTC,otc/UILCF,Singapore Land Group Limited,3417105123.0,1.5,0.0,601696313.0,2025-10-07
2167,OTC,otc/BRBOF,Brembo N.V.,3415006219.0,10.96,6.408,4416595420.0,2025-10-07
2168,OTC,otc/SNYYF,Sany Heavy Equipment International Holdings Company Limited,3396055997.0,1.05,-1.41,3265046902.0,2025-10-07
2169,OTC,otc/KOYJF,Kemira Oyj,3393037058.0,22.845,0.639,3352436876.0,2025-10-07
2170,OTC,otc/SNPHF,"Santen Pharmaceutical Co., Ltd.",3392334462.0,11.45,4.091,2037553105.0,2025-10-07
2171,OTC,otc/TLPPF,Telix Pharmaceuticals Limited,3384436789.0,9.5,-4.04,664225558.0,2025-10-07
2172,OTC,otc/ANGGF,Angang Steel Company Limited,3380900504.0,0.28,0.0,13714927831.0,2025-10-07
2173,OTC,otc/MANDF,Mandatum Oyj,3380354549.0,6.57,0.0,590487375.0,2025-10-07
2174,OTC,otc/SEBYF,SEB SA,3376427553.0,64.46,-6.51,9716382854.0,2025-10-07
2175,OTC,otc/SEBYY,SEB SA,3376427553.0,6.55,-26.07,9716382854.0,2025-10-07
2176,OTC,otc/NGCRF,NagaCorp Ltd.,3376081066.0,0.8,0.0,573444000.0,2025-10-07
2177,OTC,otc/NGCRY,NagaCorp Ltd.,3376081066.0,37.5,13.293,573444000.0,2025-10-07
2178,OTC,otc/SNPHY,"Santen Pharmaceutical Co., Ltd.",3368452143.0,10.82,1.62,2037553105.0,2025-10-07
2179,OTC,otc/TCCPY,"TechnoPro Holdings, Inc.",3360996038.0,6.515,0.77,1656311581.0,2025-10-07
2180,OTC,otc/TXHPF,"TechnoPro Holdings, Inc.",3360996038.0,32.7,3.645,1656311581.0,2025-10-07
2181,OTC,otc/AEDFF,Aedifica NV/SA,3360578618.0,74.5,0.0,424415737.0,2025-10-07
2182,OTC,otc/PTITF,PT Indosat Ooredoo Hutchison Tbk,3359433137.0,0.1231,-23.06,3389404760.0,2025-10-07
2183,OTC,otc/PBMRF,PT Bumi Resources Tbk,3355832205.0,0.0104,-30.667,1441770632.0,2025-10-07
2184,OTC,otc/PBMRY,PT Bumi Resources Tbk,3355832205.0,4.04,104.04,1441770632.0,2025-10-07
2185,OTC,otc/SPPSY,Sopra Steria Group SA,3354884799.0,18.5,0.0,6660129184.0,2025-10-07
2186,OTC,otc/DNERY,Downer EDI Limited,3353845247.0,7.675,28.992,6871762935.0,2025-10-07
2187,OTC,otc/TGNOF,Trigano S.A.,3351558012.0,169.99,-5.034,3845281447.0,2025-10-07
2188,OTC,otc/DRXGF,Drax Group plc,3350506404.0,9.04,0.0,7742430471.0,2025-10-07
2189,OTC,otc/TROLB,"Tootsie Roll Industries, Inc.",3349284177.0,50.0,0.0,722849000.0,2025-10-07
2190,OTC,otc/SPTJF,Sinopec Shanghai Petrochemical Company Limited,3345359346.0,0.17,0.0,11603232920.0,2025-10-07
2191,OTC,otc/HPHTF,Hamamatsu Photonics K.K.,3334610400.0,11.65,0.0,1447780701.0,2025-10-07
2192,OTC,otc/HPHTY,Hamamatsu Photonics K.K.,3334610400.0,5.855,0.775,1447780701.0,2025-10-07
2193,OTC,otc/REDLF,Vault Minerals Limited,3323994720.0,0.4964,5.74,938895955.0,2025-10-07
2194,OTC,otc/TBCCF,TBC Bank Group PLC,3323906699.0,61.3,0.0,1020806652.0,2025-10-07
2195,OTC,otc/MOHCY,Motor Oil (Hellas) Corinth Refineries S.A.,3313123553.0,15.747,-4.794,13171513800.0,2025-10-07
2196,OTC,otc/DRXGY,Drax Group plc,3301449713.0,19.0,3.71,7742430471.0,2025-10-07
2197,OTC,otc/BOSSY,Hugo Boss AG,3300563046.0,9.54,1.06,5024485027.0,2025-10-07
2198,OTC,otc/SLVYY,Solvay SA,3293359571.0,3.08,-0.23,5817968291.0,2025-10-07
2199,OTC,otc/SVYSF,Solvay SA,3293359571.0,32.1,3.48,5817968291.0,2025-10-07
2200,OTC,otc/KKKUF,"Kakaku.com, Inc.",3291510749.0,19.45,1.039,573068309.0,2025-10-07
2201,OTC,otc/PHPPY,Signify N.V.,3290680983.0,13.4625,-1.01,7114503817.0,2025-10-07
2202,OTC,otc/SFFYF,Signify N.V.,3290680983.0,26.65,0.0,7114503817.0,2025-10-07
2203,OTC,otc/NHKGF,"NHK Spring Co., Ltd.",3287603823.0,16.35,15.88,5599462367.0,2025-10-07
2204,OTC,otc/SOCNF,Socionext Inc.,3284047699.0,20.0,0.0,1180411204.0,2025-10-07
2205,OTC,otc/NRSDY,Nordic Semiconductor ASA,3271356087.0,16.415,-2.0,628112000.0,2025-10-07
2206,OTC,otc/AUTSF,AutoStore Holdings Ltd.,3271189660.0,0.998,8.798,529000000.0,2025-10-07
2207,OTC,otc/SPSAF,Sopra Steria Group SA,3269909546.0,183.0,0.0,6660129184.0,2025-10-07
2208,OTC,otc/SMTUF,"Sumitomo Rubber Industries, Ltd.",3264665155.0,12.1,2.499,8296647038.0,2025-10-07
2209,OTC,otc/WKISF,"Workman Co.,Ltd.",3262880319.0,30.56,0.0,980370995.0,2025-10-07
2210,OTC,otc/AZLGF,Azelis Group NV,3261385056.0,13.48,0.0,4964507340.0,2025-10-07
2211,OTC,otc/HUGPF,Hugo Boss AG,3259658057.0,47.37,0.0,5024485027.0,2025-10-07
2212,OTC,otc/NDGPF,Nine Dragons Paper (Holdings) Limited,3255986903.0,0.6532,-3.6,8827792372.0,2025-10-07
2213,OTC,otc/NDGPY,Nine Dragons Paper (Holdings) Limited,3255986903.0,13.85,10.8,8827792372.0,2025-10-07
2214,OTC,otc/GULRY,Guoco Group Limited,3255853690.0,15.52,0.0,3113799313.0,2025-10-07
2215,OTC,otc/MDALF,MDA Space Ltd.,3253694317.0,25.4578,-0.62,992257269.0,2025-10-07
2216,OTC,otc/LIMAF,Linamar Corporation,3233982213.0,52.385,-2.63,7468684465.0,2025-10-07
2217,OTC,otc/RINIF,Rinnai Corporation,3230526468.0,21.82,0.0,3222178454.0,2025-10-07
2218,OTC,otc/SGBAF,SES S.A.,3230034937.0,7.65,-1.29,2407516148.0,2025-10-07
2219,OTC,otc/BMRMF,Société Anonyme des Bains de Mer et du Cercle des Étrangers à Monaco,3215676346.0,132.02,0.0,830117812.0,2025-10-07
2220,OTC,otc/ODMUF,Old Mutual Limited,3197761480.0,0.6005,0.0,6060078777.0,2025-10-07
2221,OTC,otc/VEMLF,Venture Corporation Limited,3195195333.0,9.16,0.0,2052517376.0,2025-10-07
2222,OTC,otc/BMRPF,B&M European Value Retail S.A.,3191584244.0,3.17,-8.78,7211930563.0,2025-10-07
2223,OTC,otc/BMRRY,B&M European Value Retail S.A.,3191584244.0,12.65,-8.33,7211930563.0,2025-10-07
2224,OTC,otc/TTCIF,Titan S.A.,3186456779.0,45.0,0.0,3111747505.0,2025-10-07
2225,OTC,otc/NDCVF,Nordic Semiconductor ASA,3185093799.0,15.75,-4.834,628112000.0,2025-10-07
2226,OTC,otc/YNGFF,Yangzijiang Financial Holding Ltd.,3180216520.0,0.93295,0.288,226545726.0,2025-10-07
2227,OTC,otc/LGDDF,Lagardere SA,3174560878.0,23.66,4.321,10769230770.0,2025-10-07
2228,OTC,otc/SCGPY,Serco Group plc,3172201161.0,3.36,6.33,6639950679.0,2025-10-07
2229,OTC,otc/SECCF,Serco Group plc,3172201161.0,3.26,0.0,6639950679.0,2025-10-07
2230,OTC,otc/TAGOF,TAG Immobilien AG,3167187375.0,16.4075,0.0,1223058133.0,2025-10-07
2231,OTC,otc/STLJF,Stella-Jones Inc.,3160509644.0,58.28,0.0,2531051573.0,2025-10-07
2232,OTC,otc/HUSQF,Husqvarna AB (publ),3160296816.0,5.585,2.855,5066897153.0,2025-10-07
2233,OTC,otc/JTEKY,JTEKT Corporation,3159448639.0,24.0,0.0,12996853775.0,2025-10-07
2234,OTC,otc/VEMLY,Venture Corporation Limited,3156826451.0,54.75,3.77,2052517376.0,2025-10-07
2235,OTC,otc/MRPLY,Mr Price Group Limited,3145215692.0,12.495,3.16,2203120651.0,2025-10-07
2236,OTC,otc/THKLY,"THK Co., Ltd.",3143338309.0,13.894,-0.08,2420042239.0,2025-10-07
2237,OTC,otc/TGOSF,"Toyoda Gosei Co., Ltd.",3140215986.0,17.95,-8.325,7318473221.0,2025-10-07
2238,OTC,otc/CNALF,Canal+ SA,3139594760.0,3.12,-6.31,7451556078.0,2025-10-07
2239,OTC,otc/ADZZF,Advance Residence Investment Corporation,3136068698.0,1008.06,-2.92,258454219.0,2025-10-07
2240,OTC,otc/MCHOY,MultiChoice Group Limited,3135351006.0,7.24,4.17,2762629395.0,2025-10-07
2241,OTC,otc/BKQNY,Bank of Queensland Limited,3128552048.0,9.6,0.0,982181659.0,2025-10-07
2242,OTC,otc/THKLF,"THK Co., Ltd.",3121208944.0,21.58,36.151,2420042239.0,2025-10-07
2243,OTC,otc/PHPRF,Primary Health Properties Plc,3119113321.0,1.24,0.0,245924099.0,2025-10-07
2244,OTC,otc/JGSMY,"JG Summit Holdings, Inc.",3118141727.0,7.53,0.0,6821704230.0,2025-10-07
2245,OTC,otc/GNGYF,Guangshen Railway Company Limited,3115334937.0,0.29,-27.5,3927292181.0,2025-10-07
2246,OTC,otc/IWGFF,International Workplace Group plc,3114843485.0,3.1774,1.84,3669000000.0,2025-10-07
2247,OTC,otc/HXPLF,HEXPOL AB (publ),3114403233.0,8.65,0.0,2108341552.0,2025-10-07
2248,OTC,otc/HSQVY,Husqvarna AB (publ),3114346286.0,10.915,-2.63,5066897153.0,2025-10-07
2249,OTC,otc/COLZF,Coca-Cola Içecek Anonim Sirketi,3108521395.0,1.14,0.0,3387611222.0,2025-10-07
2250,OTC,otc/YAMCF,Yamaha Corporation,3107889504.0,6.66,-5.263,3145512894.0,2025-10-07
2251,OTC,otc/YAMCY,Yamaha Corporation,3107889504.0,6.81,-0.07,3145512894.0,2025-10-07
2252,OTC,otc/ANSLY,Ansell Limited,3107250470.0,90.2,0.0,2003300000.0,2025-10-07
2253,OTC,otc/KREVF,Keppel REIT,3101096048.0,0.829,0.0,305650450.0,2025-10-07
2254,OTC,otc/KNTNF,K92 Mining Inc.,3098016656.0,12.57,-1.49,483978000.0,2025-10-07
2255,OTC,otc/ANSLF,Ansell Limited,3095983406.0,20.02,-2.341,2003300000.0,2025-10-07
2256,OTC,otc/BJWTF,Beijing Enterprises Water Group Limited,3085516599.0,0.3111,0.0,3269291298.0,2025-10-07
2257,OTC,otc/SDCVF,Vicat S.A.,3077661572.0,63.03,0.0,4500250147.0,2025-10-07
2258,OTC,otc/RGRNF,Regis Resources Limited,3075338570.0,3.865,-4.21,1080057694.0,2025-10-07
2259,OTC,otc/VRBCF,Virbac SA,3065773111.0,346.0,0.0,1682587199.0,2025-10-07
2260,OTC,otc/WEIBF,Weibo Corporation,3062764253.0,10.0,2.041,1762960000.0,2025-10-07
2261,OTC,otc/IIJIF,Internet Initiative Japan Inc.,3054124591.0,18.444,0.0,2229275922.0,2025-10-07
2262,OTC,otc/IIJIY,Internet Initiative Japan Inc.,3054124591.0,34.7,0.0,2229275922.0,2025-10-07
2263,OTC,otc/DNLMY,Dunelm Group plc,3050166316.0,14.554,0.0,2428722281.0,2025-10-07
2264,OTC,otc/VLEEY,Valeo SE,3048619248.0,6.0925,-2.21,24703464475.0,2025-10-07
2265,OTC,otc/GBNXF,Gibson Energy Inc.,3047228978.0,18.56,-0.19,7893494196.0,2025-10-07
2266,OTC,otc/SMSEY,Samsonite Group S.A.,3044595070.0,10.94,-0.73,3481800000.0,2025-10-07
2267,OTC,otc/SMSOF,Samsonite Group S.A.,3044595070.0,1.95,0.0,3481800000.0,2025-10-07
2268,OTC,otc/PRBZF,Premium Brands Holdings Corporation,3042790109.0,68.07,0.05,5052538311.0,2025-10-07
2269,OTC,otc/PEGRF,Pennon Group Plc,3036098732.0,6.532,7.19,1352472255.0,2025-10-07
2270,OTC,otc/SECYF,SECURE Waste Infrastructure Corp.,3034392903.0,13.87,-8.08,7584356162.0,2025-10-07
2271,OTC,otc/PEGRY,Pennon Group Plc,3024843138.0,12.81,-0.04,1352472255.0,2025-10-07
2272,OTC,otc/NIPOF,Japan Hotel REIT Investment Corporation,3018394594.0,521.53,0.0,281405131.0,2025-10-07
2273,OTC,otc/JTCPF,JTC PLC,3017753887.0,16.66,0.0,453336073.0,2025-10-07
2274,OTC,otc/VGPBF,VGP NV,3016793797.0,108.225,-2.377,193208456.0,2025-10-07
2275,OTC,otc/SURVF,Suntec Real Estate Investment Trust,3007055295.0,0.9812,-1.688,435343778.0,2025-10-07
2276,OTC,otc/PLSQF,Plus500 Ltd.,3001806931.0,41.61,-6.599,776100000.0,2025-10-07
2277,OTC,otc/LYSFF,Lerøy Seafood Group ASA,2996101490.0,5.15,0.0,3276257787.0,2025-10-07
2278,OTC,otc/CLZNF,Clariant AG,2994056555.0,9.34,0.0,5108892467.0,2025-10-07
2279,OTC,otc/ALTB,Alpine Auto Brokers Inc.,2988300000.0,3.0,0.0,129781.0,2025-10-07
2280,OTC,otc/QUILF,Quilter plc,2985294814.0,2.2,-0.362,6339224552.0,2025-10-07
2281,OTC,otc/JTTRY,"Japan Airport Terminal Co., Ltd.",2985056231.0,15.28,0.0,1896233684.0,2025-10-07
2282,OTC,otc/GWWTF,Growthpoint Properties Limited,2980713953.0,0.65,-15.912,764105949.0,2025-10-07
2283,OTC,otc/LYSFY,Lerøy Seafood Group ASA,2971959393.0,10.2,0.0,3276257787.0,2025-10-07
2284,OTC,otc/CLZNY,Clariant AG,2970938454.0,9.5,1.06,5108892467.0,2025-10-07
2285,OTC,otc/FCXXF,First Capital Real Estate Investment Trust,2968405800.0,14.03,-1.13,547474814.0,2025-10-07
2286,OTC,otc/VLEEF,Valeo SE,2965898743.0,13.05,0.0,24703464475.0,2025-10-07
2287,OTC,otc/DSVSF,Discovery Silver Corp.,2961263873.0,3.6675,-1.04,142010000.0,2025-10-07
2288,OTC,otc/HLPMF,HELLENiQ ENERGY Holdings S.A.,2958279428.0,9.0,0.0,13365886084.0,2025-10-07
2289,OTC,otc/HPCRF,Home Product Center Public Company Limited,2958129889.0,0.2384,-9.868,2197366370.0,2025-10-07
2290,OTC,otc/REMYF,Rémy Cointreau SA,2956718105.0,53.37,-2.8,1064202334.0,2025-10-07
2291,OTC,otc/REMYY,Rémy Cointreau SA,2956718105.0,5.3755,-4.18,1064202334.0,2025-10-07
2292,OTC,otc/ALMRY,"Almirall, S.A.",2953390489.0,12.76,10.908,1237724016.0,2025-10-07
2293,OTC,otc/CMSYF,COMSYS Holdings Corporation,2952233215.0,25.0,0.0,4282008268.0,2025-10-07
2294,OTC,otc/GARPF,Golden Agri-Resources Ltd,2944433029.0,0.2282,4.631,11919759000.0,2025-10-07
2295,OTC,otc/GARPY,Golden Agri-Resources Ltd,2944433029.0,23.0,4.03,11919759000.0,2025-10-07
2296,OTC,otc/TPZEF,Topaz Energy Corp.,2941738518.0,19.01,-0.45,241314358.0,2025-10-07
2297,OTC,otc/JAIRF,"Japan Airport Terminal Co., Ltd.",2929040077.0,30.9,-10.375,1896233684.0,2025-10-07
2298,OTC,otc/PTKFF,PT Kalbe Farma Tbk.,2926289876.0,0.0626,-34.656,2056235375.0,2025-10-07
